exercise_id,name,target_muscle,body_part,equipment,secondary_muscles,instructions,image_endpoint,gif_url,local_gif_path,local_thumbnail_path
0320,Dumbbell Incline Hammer Curl,biceps,upper arms,dumbbell,forearms,"Sit on an incline bench with a dumbbell in each hand, palms facing your torso and arms fully extended. | Keep your back against the bench and your feet flat on the floor. | While keeping your upper arms stationary, exhale and curl the weights while contracting your biceps. | Continue to raise the weights until your biceps are fully contracted and the dumbbells are at shoulder level. | Hold the contracted position for a brief pause as you squeeze your biceps. | Inhale and slowly begin to lower the dumbbells back to the starting position. | Repeat for the desired number of repetitions.",https://exercisedb.p.rapidapi.com/image?exerciseId=0320&resolution=360,,/Users/acluna/Documents/exercise_etl/data/gifs/0320.gif,/Users/acluna/Documents/exercise_etl/data/thumbnails/0320.jpg
0321,Dumbbell Incline Hammer Press,pectorals,chest,dumbbell,"shoulders, triceps","Set an incline bench to a 45-degree angle and sit on it with a dumbbell in each hand, resting on your thighs. | Lie back on the bench and position the dumbbells at shoulder level with your palms facing each other. | Press the dumbbells up and away from your body until your arms are fully extended. | Pause for a moment at the top, then slowly lower the dumbbells back down to the starting position. | Repeat for the desired number of repetitions.",https://exercisedb.p.rapidapi.com/image?exerciseId=0321&resolution=360,,/Users/acluna/Documents/exercise_etl/data/gifs/0321.gif,/Users/acluna/Documents/exercise_etl/data/thumbnails/0321.jpg
0322,Dumbbell Incline Inner Biceps Curl,biceps,upper arms,dumbbell,forearms,"Sit on an incline bench with a dumbbell in each hand, palms facing each other. | Rest your upper arms on the bench, allowing your elbows to hang down and your palms to face forward. | Keeping your upper arms stationary, exhale and curl the weights while contracting your biceps. | Continue to raise the dumbbells until your biceps are fully contracted and the dumbbells are at shoulder level. | Hold the contracted position for a brief pause as you squeeze your biceps. | Inhale and slowly begin to lower the dumbbells back to the starting position. | Repeat for the desired number of repetitions.",https://exercisedb.p.rapidapi.com/image?exerciseId=0322&resolution=360,,/Users/acluna/Documents/exercise_etl/data/gifs/0322.gif,/Users/acluna/Documents/exercise_etl/data/thumbnails/0322.jpg
0323,Dumbbell Incline One Arm Lateral Raise,delts,shoulders,dumbbell,"trapezius, triceps","Sit on an incline bench with a dumbbell in one hand, resting it on your thigh. | Lean forward and position your upper arm against the inside of your thigh. | Raise the dumbbell to the side, keeping your arm slightly bent and your palm facing down. | Continue lifting until your arm is parallel to the floor. | Pause for a moment at the top, then slowly lower the dumbbell back to the starting position. | Repeat for the desired number of repetitions, then switch to the other arm.",https://exercisedb.p.rapidapi.com/image?exerciseId=0323&resolution=360,,/Users/acluna/Documents/exercise_etl/data/gifs/0323.gif,/Users/acluna/Documents/exercise_etl/data/thumbnails/0323.jpg
0324,Dumbbell Incline Palm-In Press,pectorals,chest,dumbbell,"shoulders, triceps","Set up an incline bench at a 45-degree angle. | Sit on the bench with a dumbbell in each hand, palms facing each other. | Plant your feet firmly on the ground and keep your back straight against the bench. | Start with the dumbbells at shoulder level, elbows bent and palms facing each other. | Press the dumbbells up and away from your body, extending your arms fully. | Pause for a moment at the top, then slowly lower the dumbbells back to the starting position. | Repeat for the desired number of repetitions.",https://exercisedb.p.rapidapi.com/image?exerciseId=0324&resolution=360,,/Users/acluna/Documents/exercise_etl/data/gifs/0324.gif,/Users/acluna/Documents/exercise_etl/data/thumbnails/0324.jpg
0325,Dumbbell Incline Raise,delts,shoulders,dumbbell,"trapezius, triceps","Sit on an incline bench with a dumbbell in each hand, resting on your thighs. | Lean back on the bench and raise the dumbbells to shoulder height, palms facing forward. | Keeping your back against the bench, exhale and raise the dumbbells above your head, fully extending your arms. | Pause for a moment at the top, then inhale and slowly lower the dumbbells back to shoulder height. | Repeat for the desired number of repetitions.",https://exercisedb.p.rapidapi.com/image?exerciseId=0325&resolution=360,,/Users/acluna/Documents/exercise_etl/data/gifs/0325.gif,/Users/acluna/Documents/exercise_etl/data/thumbnails/0325.jpg
0326,Dumbbell Incline Rear Lateral Raise,delts,shoulders,dumbbell,"traps, rhomboids","Set up an incline bench at a 45-degree angle. | Sit on the bench with your chest against the backrest and hold a dumbbell in each hand. | Extend your arms straight down with your palms facing each other. | Keeping a slight bend in your elbows, raise your arms out to the sides until they are parallel to the ground. | Pause for a moment at the top, then slowly lower your arms back down to the starting position. | Repeat for the desired number of repetitions.",https://exercisedb.p.rapidapi.com/image?exerciseId=0326&resolution=360,,/Users/acluna/Documents/exercise_etl/data/gifs/0326.gif,/Users/acluna/Documents/exercise_etl/data/thumbnails/0326.jpg
0327,Dumbbell Incline Row,upper back,back,dumbbell,"biceps, shoulders","Set up an incline bench at a 45-degree angle. | Grab a dumbbell in each hand and sit on the bench with your chest against the incline. | Extend your arms fully, allowing the dumbbells to hang straight down from your shoulders. | Pull the dumbbells up towards your chest, squeezing your shoulder blades together. | Pause for a moment at the top, then slowly lower the dumbbells back to the starting position. | Repeat for the desired number of repetitions.",https://exercisedb.p.rapidapi.com/image?exerciseId=0327&resolution=360,,/Users/acluna/Documents/exercise_etl/data/gifs/0327.gif,/Users/acluna/Documents/exercise_etl/data/thumbnails/0327.jpg
0328,Dumbbell Incline Shoulder Raise,serratus anterior,chest,dumbbell,"deltoids, trapezius","Set an incline bench to a 45-degree angle and sit on it with a dumbbell in each hand, palms facing down. | Rest the dumbbells on your thighs and lean back onto the bench. | Use your thighs to help raise the dumbbells to shoulder height, then rotate your wrists so that your palms are facing forward. | Exhale and slowly raise the dumbbells above your head, keeping a slight bend in your elbows. | Pause for a moment at the top, then inhale and slowly lower the dumbbells back to shoulder height. | Repeat for the desired number of repetitions.",https://exercisedb.p.rapidapi.com/image?exerciseId=0328&resolution=360,,/Users/acluna/Documents/exercise_etl/data/gifs/0328.gif,/Users/acluna/Documents/exercise_etl/data/thumbnails/0328.jpg
0329,Dumbbell Incline Shrug,traps,back,dumbbell,shoulders,"Set an incline bench to a 45-degree angle and sit on it with a dumbbell in each hand. | Place your feet flat on the ground and let your arms hang straight down with your palms facing your body. | Keeping your arms straight, shrug your shoulders up towards your ears as high as possible. | Hold the contraction for a moment, then slowly lower your shoulders back down to the starting position. | Repeat for the desired number of repetitions.",https://exercisedb.p.rapidapi.com/image?exerciseId=0329&resolution=360,,/Users/acluna/Documents/exercise_etl/data/gifs/0329.gif,/Users/acluna/Documents/exercise_etl/data/thumbnails/0329.jpg
0330,Dumbbell Incline Triceps Extension,triceps,upper arms,dumbbell,shoulders,"Sit on an incline bench with a dumbbell in each hand, palms facing inwards. | Extend your arms fully overhead, keeping your elbows close to your head. | Lower the dumbbells behind your head by bending your elbows, keeping your upper arms stationary. | Pause for a moment, then raise the dumbbells back to the starting position by extending your arms. | Repeat for the desired number of repetitions.",https://exercisedb.p.rapidapi.com/image?exerciseId=0330&resolution=360,,/Users/acluna/Documents/exercise_etl/data/gifs/0330.gif,/Users/acluna/Documents/exercise_etl/data/thumbnails/0330.jpg
0331,Dumbbell Incline Twisted Flyes,pectorals,chest,dumbbell,"shoulders, triceps","Set an incline bench to a 45-degree angle and sit on it with a dumbbell in each hand, palms facing each other. | Lie back on the bench and press the dumbbells up to the starting position, directly above your chest, with your arms extended. | Lower the dumbbells out to the sides in a wide arc until you feel a stretch in your chest. | As you lower the dumbbells, rotate your wrists so that your palms face forward at the bottom of the movement. | Reverse the motion and bring the dumbbells back up to the starting position, squeezing your chest muscles together at the top. | Repeat for the desired number of repetitions.",https://exercisedb.p.rapidapi.com/image?exerciseId=0331&resolution=360,,/Users/acluna/Documents/exercise_etl/data/gifs/0331.gif,/Users/acluna/Documents/exercise_etl/data/thumbnails/0331.jpg
0332,Dumbbell Iron Cross,delts,shoulders,dumbbell,"triceps, chest","Stand with your feet shoulder-width apart, holding a dumbbell in each hand at your sides. | Raise your arms out to the sides until they are parallel to the ground, forming a T shape with your body. | Pause for a moment, then slowly lower your arms back down to the starting position. | Repeat for the desired number of repetitions.",https://exercisedb.p.rapidapi.com/image?exerciseId=0332&resolution=360,,/Users/acluna/Documents/exercise_etl/data/gifs/0332.gif,/Users/acluna/Documents/exercise_etl/data/thumbnails/0332.jpg
0333,Dumbbell Kickback,triceps,upper arms,dumbbell,shoulders,"Stand with your feet shoulder-width apart and hold a dumbbell in each hand. | Bend your knees slightly and hinge forward at the hips, keeping your back straight. | Bring your upper arms close to your sides, with your elbows bent at a 90-degree angle. | Extend your arms straight back, squeezing your triceps at the top of the movement. | Pause for a moment, then slowly lower the dumbbells back to the starting position. | Repeat for the desired number of repetitions.",https://exercisedb.p.rapidapi.com/image?exerciseId=0333&resolution=360,,/Users/acluna/Documents/exercise_etl/data/gifs/0333.gif,/Users/acluna/Documents/exercise_etl/data/thumbnails/0333.jpg
0334,Dumbbell Lateral Raise,delts,shoulders,dumbbell,traps,"Stand with your feet shoulder-width apart and hold a dumbbell in each hand, palms facing your body. | Keep your back straight and engage your core. | Raise your arms out to the sides until they are parallel to the floor, keeping a slight bend in your elbows. | Pause for a moment at the top, then slowly lower your arms back down to the starting position. | Repeat for the desired number of repetitions.",https://exercisedb.p.rapidapi.com/image?exerciseId=0334&resolution=360,,/Users/acluna/Documents/exercise_etl/data/gifs/0334.gif,/Users/acluna/Documents/exercise_etl/data/thumbnails/0334.jpg
